trial	Category	Subcategory	tarnb	Example	tarloc	tarname	dist1name	dist2name	exemplar1	exemplar2	exemplar3	exemplar4	exemplar5	exemplar6	Task
88	Cars	LincolnMKS	6	4	1	LincolnMKS09_4.bmp	HondaCivic07.bmp	MercuryMilan10.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
89	Cars	HondaAccord	5	3	1	HondaAccord09_3.bmp	ChryslerSebring06_1.bmp	LexusLS43008.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
90	Cars	ChevroletCobalt	4	3	2	ChevroletCobalt09_3.bmp	SaturnAura07.bmp	PontiacG808.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
91	Cars	BMW3coupe	3	4	3	BMW3Coupe09_4.bmp	DodgeAvenger06_1.bmp	LexusGS08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
92	Cars	ChevroletCobalt	4	2	1	ChevroletCobalt08_2.bmp	ChevroletImpala08_2.bmp	ChevroletMalibu08_2.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
93	Cars	AcuraRL	1	4	3	AcuraRL09_4.bmp	InfinitiM07.bmp	MercedesE-Class08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
94	Cars	HondaAccord	5	2	2	HondaAccord08_2.bmp	HondaCivic08.bmp	MercuryMilan08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
95	Cars	AudiA4	2	4	3	AudiA409_4.bmp	HyundaiAzera07.bmp	InfinitiG3507.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
96	Cars	LincolnMKS	6	3	2	LincolnMKS09_3.bmp	CadillacCTS07_1.bmp	ChryslerSebrinJR4104.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
97	Leaves	AmericanBasswood	1	1	1	AmericanBasswood_1.bmp	BlackCottonwood_2.bmp	RedMulberry_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
98	Leaves	Apple	2	1	3	Apple_1.bmp	CalleryPear_2.bmp	YoshinoCherry_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
99	Leaves	BitternutHickory	3	1	2	BitternutHickory_1.bmp	Ailanthus_1.bmp	Ailanthus_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
100	Leaves	OsageOrange	4	1	2	OsageOrange_5.bmp	cornus_florida_2.bmp	NorthernCatalpa_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
101	Leaves	Sourwood	5	1	1	Sourwood_5.bmp	CedarElm_1.bmp	GlossyBuckthorn_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
102	Leaves	SilverMaple	6	1	2	SilverMaple_1.bmp	MapleTree_1.bmp	SweetGum_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
103	Leaves	AmericanBasswood	1	1	1	AmericanBasswood_1.bmp	CalleryPear_1.bmp	cornus_florida_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
104	Leaves	Apple	2	1	2	Apple_1.bmp	ClevelandSelectPear_1.bmp	Lilac_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
105	Leaves	BitternutHickory	3	1	3	BitternutHickory_1.bmp	ashtreeleaf_1.bmp	ashtreeleaf_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
106	Leaves	OsageOrange	4	1	2	OsageOrange_5.bmp	cornus_florida_3.bmp	SouthernMagnolia_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
107	Leaves	Sourwood	5	1	1	Sourwood_5.bmp	ClevelandSelectPear_2.bmp	RoyalPaulownia_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
108	Leaves	SilverMaple	6	1	1	SilverMaple_1.bmp	NorwayMaple_1.bmp	WhitePoplar_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Same
109	Leaves	AmericanBasswood	1	3	2	AmericanBasswood_3.bmp	ClevelandSelectPear_1.bmp	RedMulberry_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
110	Leaves	Apple	2	2	2	Apple_2.bmp	AmericanBeech_1.bmp	AmericanBeech_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
111	Leaves	BitternutHickory	3	2	3	BitternutHickory_5.bmp	ashtreeleaf_1.bmp	ashtreeleaf_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
112	Leaves	OsageOrange	4	4	1	OsageOrange_4.bmp	cornus_florida_1.bmp	cornus_florida_3.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
113	Leaves	BitternutHickory	3	3	1	BitternutHickory_3.bmp	Buckeye_1.bmp	Buckeye_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
114	Leaves	Apple	2	3	2	Apple_3.bmp	ClevelandSelectPear_2.bmp	RoyalPaulownia_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
115	Leaves	AmericanBasswood	1	2	3	AmericanBasswood_2.bmp	Hackberry_1.bmp	Hackberry_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
116	Leaves	SilverMaple	6	2	1	SilverMaple_2.bmp	WhitePoplar_2.bmp	WhitePoplar_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
117	Leaves	Sourwood	5	4	2	Sourwood_4.bmp	RedAlder_2.bmp	SouthernMagnolia_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
118	Leaves	SilverMaple	6	4	3	SilverMaple_4.bmp	NorwayMaple_1.bmp	MapleTree_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
119	Leaves	Sourwood	5	3	3	Sourwood_3.bmp	GlossyBuckthorn_1.bmp	RedAlder_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
120	Leaves	OsageOrange	4	3	2	OsageOrange_3.bmp	whitebirchtree_2.bmp	NorthernCatalpa_3.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
121	Leaves	BitternutHickory	3	4	1	BitternutHickory_4.bmp	GreenAsh_1.bmp	GreenAsh_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
122	Leaves	OsageOrange	4	2	3	OsageOrange_2.bmp	NorthernCatalpa_1.bmp	QuakingAspen_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
123	Leaves	AmericanBasswood	1	4	2	AmericanBasswood_4.bmp	CalleryPear_1.bmp	Lilac_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
124	Leaves	Sourwood	5	2	2	Sourwood_2.bmp	BlackCherry_2.bmp	SouthernMagnolia_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
125	Leaves	Apple	2	4	1	Apple_4.bmp	Junebeetle_4.bmp	RoyalPaulownia_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
126	Leaves	SilverMaple	6	3	1	SilverMaple_3.bmp	LondonPlane_2.bmp	LondonPlane_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
127	Leaves	AmericanBasswood	1	3	1	AmericanBasswood_3.bmp	CalleryPear_2.bmp	cornus_florida_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
128	Leaves	Apple	2	2	2	Apple_2.bmp	CedarElm_1.bmp	YoshinoCherry_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
129	Leaves	BitternutHickory	3	2	3	BitternutHickory_5.bmp	GreenAsh_2.bmp	Buckeye_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
130	Leaves	OsageOrange	4	4	2	OsageOrange_4.bmp	QuakingAspen_2.bmp	RedAlder_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
131	Leaves	BitternutHickory	3	3	2	BitternutHickory_3.bmp	Ailanthus_2.bmp	GreenAsh_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
132	Leaves	Apple	2	3	1	Apple_3.bmp	RedAlder_1.bmp	RedMulberry_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
133	Leaves	AmericanBasswood	1	2	2	AmericanBasswood_2.bmp	AmericanBeech_1.bmp	BlackCottonwood_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
134	Leaves	SilverMaple	6	2	2	SilverMaple_2.bmp	LondonPlane_1.bmp	MapleTree_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
135	Leaves	Sourwood	5	4	3	Sourwood_4.bmp	whitebirchtree_2.bmp	RoyalPaulownia_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
136	Leaves	SilverMaple	6	4	1	SilverMaple_4.bmp	LondonPlane_2.bmp	SweetGum_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
137	Leaves	Sourwood	5	3	1	Sourwood_3.bmp	RedMulberry_2.bmp	SouthernMagnolia_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
138	Leaves	OsageOrange	4	3	2	OsageOrange_3.bmp	Hackberry_2.bmp	NorthernCatalpa_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
139	Leaves	BitternutHickory	3	4	3	BitternutHickory_4.bmp	Buckeye_2.bmp	Ailanthus_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
140	Leaves	OsageOrange	4	2	1	OsageOrange_2.bmp	BlackCherry_2.bmp	GlossyBuckthorn_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
141	Leaves	AmericanBasswood	1	4	3	AmericanBasswood_4.bmp	NorthernCatalpa_1.bmp	NorthernCatalpa_3.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
142	Leaves	Sourwood	5	2	2	Sourwood_2.bmp	GlossyBuckthorn_2.bmp	Junebeetle_4.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
143	Leaves	Apple	2	4	3	Apple_4.bmp	AmericanBeech_2.bmp	Hackberry_1.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
144	Leaves	SilverMaple	6	3	2	SilverMaple_3.bmp	MapleTree_2.bmp	WhitePoplar_2.bmp	AmericanBasswood_1.bmp	Apple_1.bmp	BitternutHickory_1.bmp	OsageOrange_5.bmp	Sourwood_5.bmp	SilverMaple_1.bmp	Different
145	Motorcycles	BMWHP2Sport	1	1	1	BMWHP2Sport_1.bmp	BMWF650GS.bmp	BMWG450X_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
146	Motorcycles	HarleySportsterNightster	2	1	3	HarleySportsterNightster_5.bmp	HarleySportsterIron833_1.bmp	HarleyCVOFatBob_3.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
147	Motorcycles	SuzukiGSX650F	3	1	2	SuzukiGSX650F_1.bmp	HondaST1300_2.bmp	HondaST1300_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
148	Motorcycles	TriumphSpeedmaster	4	1	2	TriumphSpeedmaster_1.bmp	TriumphAmerica_1.bmp	BMWR1200GS_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
149	Motorcycles	VictoryCoryNessJackpot	5	1	1	VictoryCoryNessJackpot_1.bmp	SuzukiBoulevardC90_1.bmp	SuzukiBoulevardC109R_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
150	Motorcycles	VictoryVisionTour	6	1	1	VictoryVisionTour_1.bmp	HondaGoldwing_1.bmp	KawasakiConcours14_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
151	Motorcycles	BMWHP2Sport	1	1	1	BMWHP2Sport_1.bmp	BMWF800GS_1.bmp	BMWF800GS_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
152	Motorcycles	HarleySportsterNightster	2	1	2	HarleySportsterNightster_5.bmp	HarleyCVOFatBob_2.bmp	HarleyWideGlide_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
153	Motorcycles	SuzukiGSX650F	3	1	3	SuzukiGSX650F_1.bmp	HondaInterceptor_1.bmp	HondaInterceptor_3.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
154	Motorcycles	TriumphSpeedmaster	4	1	2	TriumphSpeedmaster_1.bmp	TriumphAmerica_2.bmp	TriumphAmerica_4.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
155	Motorcycles	VictoryCoryNessJackpot	5	1	2	VictoryCoryNessJackpot_1.bmp	YamahaRoadStar_1.bmp	VictoryHammer8Ball_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
156	Motorcycles	VictoryVisionTour	6	1	1	VictoryVisionTour_1.bmp	KowasakiConcourse14.bmp	KawasakiVulcan1700Voyager_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Same
157	Motorcycles	BMWHP2Sport	1	3	2	BMWHP2Sport_3.bmp	BMWF800GS_2.bmp	BMWR1200GS.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
158	Motorcycles	HarleySportsterNightster	2	2	2	HarleySportsterNightster_2.bmp	HarleySportsterIron833_1.bmp	HarleyWideGlide_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
159	Motorcycles	SuzukiGSX650F	3	2	3	SuzukiGSX650F_2.bmp	HondaInterceptor_1.bmp	HondaInterceptor_3.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
160	Motorcycles	TriumphSpeedmaster	4	4	1	TriumphSpeedmaster_4.bmp	SuzukiBoulevardS83_1.bmp	TriumphAmerica_3.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
161	Motorcycles	SuzukiGSX650F	3	3	1	SuzukiGSX650F_3.bmp	HondaInterceptor_2.bmp	HondaInterceptor_4.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
162	Motorcycles	HarleySportsterNightster	2	3	2	HarleySportsterNightster_3.bmp	HarleyCVOFatBob_1.bmp	HarleyXL1200Forty-Eight_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
163	Motorcycles	BMWHP2Sport	1	2	3	BMWHP2Sport_2.bmp	BMWF800GS_1.bmp	BMWG450X_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
164	Motorcycles	VictoryVisionTour	6	2	1	VictoryVisionTour_2.bmp	HondaGoldwing_2.bmp	KawasakiConcours14_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
165	Motorcycles	VictoryCoryNessJackpot	5	4	3	VictoryCoryNessJackpot_4.bmp	SuzukiBoulevardM109R_2.bmp	YamahaRoadStar_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
166	Motorcycles	VictoryVisionTour	6	4	2	VictoryVisionTour_4.bmp	KowasakiConcourse14.bmp	KawasakiVulcan1700Voyager_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
167	Motorcycles	VictoryCoryNessJackpot	5	3	3	VictoryCoryNessJackpot_3.bmp	SuzukiBoulevardM109R_4.bmp	KowasakiVulcanClassicLT.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
168	Motorcycles	TriumphSpeedmaster	4	3	2	TriumphSpeedmaster_3.bmp	SuzukiBoulevardS50_2.bmp	TriumphAmerica_4.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
169	Motorcycles	SuzukiGSX650F	3	4	1	SuzukiGSX650F_4.bmp	TriumphDaytona675_1.bmp	TriumphDaytona675_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
170	Motorcycles	TriumphSpeedmaster	4	2	3	TriumphSpeedmaster_2.bmp	SuzukiBoulevardS50_1.bmp	TriumphAmerica_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
171	Motorcycles	BMWHP2Sport	1	4	2	BMWHP2Sport_4.bmp	BMWF800GS_3.bmp	BMWR1200GS.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
172	Motorcycles	VictoryCoryNessJackpot	5	2	2	VictoryCoryNessJackpot_2.bmp	SuzukiBoulevardC109_3.bmp	VictoryHammer8Ball_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
173	Motorcycles	HarleySportsterNightster	2	4	1	HarleySportsterNightster_4.bmp	HarleyForty-Eight.bmp	HarleyCVOFatBob_2.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
174	Motorcycles	VictoryVisionTour	6	3	1	VictoryVisionTour_3.bmp	VictoryCrossCountry_1.bmp	KawasakiVulcan1700Voyager_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
175	Motorcycles	BMWHP2Sport	1	3	3	BMWHP2Sport_3.bmp	BMWF800GS_3.bmp	BMWG450X_1.bmp	BMWHP2Sport_1.bmp	HarleySportsterNightster_5.bmp	SuzukiGSX650F_1.bmp	TriumphSpeedmaster_1.bmp	VictoryCoryNessJackpot_1.bmp	VictoryVisionTour_1.bmp	Different
